jurisdictionId,jurisdictionName,state,rowNecValue,stateTableEdition,skeletonEdition,oldAttribution,actualOrigin,newCanonicalSourceClass,valueChangedByContainment,attributionChangedByContainment,category
"mt-lewis-and-clark-lewis-and-clark-county","Lewis and Clark County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-liberty-liberty-county","Liberty County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-lincoln-lincoln-county","Lincoln County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-madison-madison-county","Madison County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-mccone-mccone-county","McCone County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-meagher-meagher-county","Meagher County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-mineral-mineral-county","Mineral County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-missoula-missoula","City of Missoula Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-missoula-missoula-county","Missoula County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-musselshell-musselshell-county","Musselshell County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-park-livingston","City of Livingston Building Dept","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-park-park-county","Park County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-petroleum-petroleum-county","Petroleum County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-phillips-phillips-county","Phillips County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-pondera-pondera-county","Pondera County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-powder-river-powder-river-county","Powder River County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-powell-powell-county","Powell County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-prairie-prairie-county","Prairie County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-ravalli-ravalli-county","Ravalli County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-richland-richland-county","Richland County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-roosevelt-roosevelt-county","Roosevelt County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-rosebud-rosebud-county","Rosebud County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-sanders-sanders-county","Sanders County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-sheridan-sheridan-county","Sheridan County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-silver-bow-butte","City of Butte Building Dept","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-silver-bow-silver-bow-county","Silver Bow County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-stillwater-stillwater-county","Stillwater County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-sweet-grass-sweet-grass-county","Sweet Grass County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-teton-teton-county","Teton County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-toole-toole-county","Toole County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-treasure-treasure-county","Treasure County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-valley-valley-county","Valley County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-wheatland-wheatland-county","Wheatland County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-wibaux-wibaux-county","Wibaux County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
"mt-yellowstone-yellowstone-county","Yellowstone County Building Department","MT","2017","2017","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","yes","yes","FALSE_OPERATOR_ATTRIBUTION_VALUE_ALSO_CORRECTED"
